Year,DonorName,RecipientName,ha_rank,ha_oda,total_oda
2019,International Development Association,Kiribati,136,0,7.476806
2020,Asian Development Bank,Kiribati,139,0,1.567006
2020,International Development Association,Kiribati,139,0,1.000826
2018,International Development Association,Kosovo,102,0,8.975363
2019,International Development Association,Kosovo,111,0,12.508073
2020,Council of Europe Development Bank,Kosovo,121,0,20.266376
2020,International Development Association,Kosovo,121,0.008729,91.858747
2018,Asian Development Bank,Kyrgyzstan,94,0,60.36314
2018,International Development Association,Kyrgyzstan,94,0.269189,57.794978
2018,Islamic Development Bank,Kyrgyzstan,94,0,6.592644
2019,Islamic Development Bank,Kyrgyzstan,64,0,16.476656
2019,Asian Development Bank,Kyrgyzstan,64,0,90.028516
2019,International Development Association,Kyrgyzstan,64,2.674831,49.464612
2020,Asian Development Bank,Kyrgyzstan,76,0,93.220803
2020,Islamic Development Bank,Kyrgyzstan,76,0,22.009693
2020,International Development Association,Kyrgyzstan,76,6.670958,40.374988
2018,Asian Development Bank,Lao People's Democratic Republic,65,0,115.819138
2018,International Development Association,Lao People's Democratic Republic,65,0.46991,53.245234
2018,Asian Infrastructure Investment Bank,Lao People's Democratic Republic,65,0,0.158773
2019,Asian Development Bank,Lao People's Democratic Republic,67,0,158.504819
2019,International Development Association,Lao People's Democratic Republic,67,7.750282,103.04963
2019,Asian Infrastructure Investment Bank,Lao People's Democratic Republic,67,0,0.860513
2020,Asian Development Bank,Lao People's Democratic Republic,92,0,98.648515
2020,International Development Association,Lao People's Democratic Republic,92,1.271046,54.460047
2018,International Development Association,Lebanon,10,0,0
2018,Islamic Development Bank,Lebanon,10,0,1.217262
2019,Islamic Development Bank,Lebanon,11,0,2.374412
2020,Islamic Development Bank,Lebanon,13,0,1.123621
2020,International Development Association,Lebanon,13,0,57.331263
2018,International Development Association,Lesotho,93,0,36.865808
2018,African Development Fund,Lesotho,93,0,10.407412
2018,African Development Bank,Lesotho,93,0,0.007617
2019,African Development Bank,Lesotho,69,0,0.0145
2019,International Development Association,Lesotho,69,1.330482,41.328478
2019,African Development Fund,Lesotho,69,0,7.810455
2020,African Development Fund,Lesotho,84,0,4.578945
2020,International Development Association,Lesotho,84,0.303506,32.775191
2020,African Development Bank,Lesotho,84,0,0.030779
2018,International Development Association,Liberia,73,0,91.917067
2018,African Development Fund,Liberia,73,0,46.514245
2018,African Development Bank,Liberia,73,0,0.018055
2019,African Development Bank,Liberia,66,0,0.050123
2019,International Development Association,Liberia,66,0,111.371195
2019,African Development Fund,Liberia,66,0,42.980546
2020,African Development Fund,Liberia,87,0,43.088075
2020,International Development Association,Liberia,87,0,115.12463
2020,African Development Bank,Liberia,87,0,0.03638
2018,Islamic Development Bank,Libya,30,0,0
2019,Islamic Development Bank,Libya,33,0,0.015416
2020,African Development Bank,Libya,38,0,0
2018,International Development Association,Madagascar,38,2.321731,198.577577
2018,African Development Fund,Madagascar,38,0.196968,38.459158
2018,African Development Bank,Madagascar,38,0,0.02957
2019,International Development Association,Madagascar,40,4.811579,216.731452
2019,African Development Bank,Madagascar,40,0,0
2019,African Development Fund,Madagascar,40,0.91254,34.325296
2020,African Development Fund,Madagascar,36,0,35.965424
2020,International Development Association,Madagascar,36,22.475085,320.93728
2020,African Development Bank,Madagascar,36,0,0.015286
2018,International Development Association,Malawi,40,1.613159,133.506674
2018,African Development Fund,Malawi,40,0,50.160606
2018,Islamic Development Bank,Malawi,40,0,0
2019,African Development Bank,Malawi,32,0,0.034853
2019,International Development Association,Malawi,32,31.490855,160.567724
2019,African Development Fund,Malawi,32,1.354661,41.412192
2020,African Development Fund,Malawi,35,0,66.580538
2020,International Development Association,Malawi,35,23.120791,196.401546
2020,African Development Bank,Malawi,35,0,0.030417
2018,Islamic Development Bank,Malaysia,77,0,0
2019,Islamic Development Bank,Malaysia,92,0,0.333114
2018,Asian Development Bank,Maldives,125,0,7.531003
2018,International Development Association,Maldives,125,0,4.759337
2018,Islamic Development Bank,Maldives,125,0,1.317766
2019,Islamic Development Bank,Maldives,102,0,1.060823
2019,Asian Development Bank,Maldives,102,0,13.683394
2019,International Development Association,Maldives,102,0,29.702663
2020,Asian Development Bank,Maldives,81,0,59.088776
2020,Islamic Development Bank,Maldives,81,0,8.66164
2020,International Development Association,Maldives,81,6.788732,30.756626
2018,International Development Association,Mali,21,18.117717,249.084042
2018,African Development Fund,Mali,21,0,49.04022
2018,Islamic Development Bank,Mali,21,0,4.470709
2018,African Development Bank,Mali,21,0,0.009618
2019,Islamic Development Bank,Mali,25,0.308312,7.42525
2019,International Development Association,Mali,25,13.72141,426.512873
2019,African Development Fund,Mali,25,0,37.071584
2020,Islamic Development Bank,Mali,25,0,11.792606
2020,African Development Fund,Mali,25,0,93.002486
2020,International Development Association,Mali,25,14.075669,179.324508
2020,African Development Bank,Mali,25,0,0.000661
2018,Asian Development Bank,Marshall Islands,121,0,2.482941
2018,International Development Association,Marshall Islands,121,0.432325,2.540209
2019,Asian Development Bank,Marshall Islands,117,0,2.572933
2019,International Development Association,Marshall Islands,117,0.838069,6.007073
2020,Asian Development Bank,Marshall Islands,127,0,24.290058
2020,International Development Association,Marshall Islands,127,0.572766,7.524636
2018,International Development Association,Mauritania,37,0.200504,37.089731
2018,African Development Fund,Mauritania,37,0,9.048801
2018,Islamic Development Bank,Mauritania,37,0,3.446957
2019,Islamic Development Bank,Mauritania,42,0,3.647035
2019,International Development Association,Mauritania,42,0.546664,98.024171
2019,African Development Fund,Mauritania,42,0,6.358939
2020,Islamic Development Bank,Mauritania,47,0,2.452719
2020,African Development Fund,Mauritania,47,0,17.597687
2020,International Development Association,Mauritania,47,1.425714,161.008378
2020,African Development Bank,Mauritania,47,0,0
2018,African Development Bank,Mauritius,117,0,1.080788
2018,African Development Fund,Mauritius,117,0,0
2019,African Development Bank,Mauritius,74,0,0.671383
2019,International Development Association,Mauritius,74,0,0
2019,African Development Fund,Mauritius,74,0,0
2020,African Development Bank,Mauritius,120,0,0.037317
2020,African Development Fund,Mauritius,120,0,0
2020,International Development Association,Mauritius,120,0,0
2018,Inter-American Development Bank,Mexico,83,0,8.575156
2018,Development Bank of Latin America,Mexico,83,0,0
2019,Inter-American Development Bank,Mexico,77,0,4.075023
2019,Development Bank of Latin America,Mexico,77,0,0
2020,Inter-American Development Bank,Mexico,56,0,3.803291
2020,Development Bank of Latin America,Mexico,56,0,0
2018,Asian Development Bank,Micronesia,64,0,0.305923
2018,International Development Association,Micronesia,64,0,25.655071
2019,Asian Development Bank,Micronesia,88,0,0.330999
2019,International Development Association,Micronesia,88,0,18.510544
2020,Asian Development Bank,Micronesia,91,0,21.304169
2020,International Development Association,Micronesia,91,0,10.857125
2020,African Development Fund,"Middle Africa, regional",,0,1.811975
2018,Islamic Development Bank,"Middle East, regional",,0,0
2019,Islamic Development Bank,"Middle East, regional",,0,0.884117
2020,Islamic Development Bank,"Middle East, regional",,0,1.8416
2018,Council of Europe Development Bank,Moldova,132,0,1.267096
2018,International Development Association,Moldova,132,0,36.872457
2019,International Development Association,Moldova,122,0,15.399917
2019,Council of Europe Development Bank,Moldova,122,0,2.183577
2020,Council of Europe Development Bank,Moldova,128,0,2.83495
2020,International Development Association,Moldova,128,0,57.4144
2018,Asian Development Bank,Mongolia,105,0,65.694188
2018,International Development Association,Mongolia,105,0,15.85727
2019,Asian Development Bank,Mongolia,107,0,56.082396
2019,International Development Association,Mongolia,107,0,26.369696
2020,Asian Development Bank,Mongolia,83,0,99.153765
2020,International Development Association,Mongolia,83,0,145.758019
2018,International Development Association,Montenegro,115,0,0
2018,Council of Europe Development Bank,Montenegro,115,0,0
2019,International Development Association,Montenegro,115,0,0
2020,International Development Association,Montenegro,103,0,0
2018,Caribbean Development Bank,Montserrat,131,0,0.180004
2018,African Development Bank,Morocco,79,0,1.688945
2018,Islamic Development Bank,Morocco,79,0,0
2018,African Development Fund,Morocco,79,0,0
2019,Islamic Development Bank,Morocco,83,0,2.669171
2019,African Development Bank,Morocco,83,0,1.802314
2019,African Development Fund,Morocco,83,0,0
2019,International Development Association,Morocco,83,0,0
2020,Islamic Development Bank,Morocco,58,0,3.233382
2020,African Development Bank,Morocco,58,0,0.455152
2020,African Development Fund,Morocco,58,0,0
2020,International Development Association,Morocco,58,0,0
2018,International Development Association,Mozambique,54,1.378036,278.413463
2018,Islamic Development Bank,Mozambique,54,0,5.739656
2018,African Development Bank,Mozambique,54,0,0.213217
2018,African Development Fund,Mozambique,54,0,46.336324
2019,Islamic Development Bank,Mozambique,18,0.308312,7.370452
2019,African Development Bank,Mozambique,18,0,0.091923
2019,International Development Association,Mozambique,18,13.346315,290.034191
2019,African Development Fund,Mozambique,18,0,66.436487
2020,Islamic Development Bank,Mozambique,21,0,3.70488
2020,African Development Fund,Mozambique,21,0,90.365166
2020,International Development Association,Mozambique,21,75.94463,498.87786
2020,African Development Bank,Mozambique,21,0,0.054056
2018,Asian Development Bank,Myanmar,23,0,43.839911
2018,International Development Association,Myanmar,23,0.061069,210.560133
2019,Asian Development Bank,Myanmar,20,0,30.965969
2019,International Development Association,Myanmar,20,0.249077,239.18715
2020,Asian Development Bank,Myanmar,24,0,185.163333
2020,International Development Association,Myanmar,24,0.276104,296.909573
2018,African Development Bank,Namibia,101,0,0.90471
2018,African Development Fund,Namibia,101,0,0
2019,African Development Bank,Namibia,112,0,0.25523
2019,African Development Fund,Namibia,112,0,0
2020,African Development Fund,Namibia,90,0,0
2020,African Development Bank,Namibia,90,0,0.00143
2018,Asian Development Bank,Nauru,141,0,3.039062
2019,Asian Development Bank,Nauru,,0,5.29782
2020,Asian Development Bank,Nauru,138,0,8.407327
2018,Asian Development Bank,Nepal,22,0,252.730276
2018,International Development Association,Nepal,22,72.011123,602.498811
2018,Asian Infrastructure Investment Bank,Nepal,22,0,0
2018,Islamic Development Bank,Nepal,22,0,0
2019,Asian Infrastructure Investment Bank,Nepal,22,0,0.639181
2019,Islamic Development Bank,Nepal,22,0,0.164433
2019,Asian Development Bank,Nepal,22,0,319.074863
2019,International Development Association,Nepal,22,83.467657,498.783012
2020,Asian Development Bank,Nepal,29,0,513.412573
2020,Asian Infrastructure Investment Bank,Nepal,29,0,0.324333
2020,Islamic Development Bank,Nepal,29,0,0.1
2020,International Development Association,Nepal,29,97.263918,533.238152
2018,Inter-American Development Bank,Nicaragua,60,0,104.973456
2018,International Development Association,Nicaragua,60,4.042992,69.794768
2019,Inter-American Development Bank,Nicaragua,78,0,124.81552
2019,International Development Association,Nicaragua,78,5.587747,96.644874
2020,International Development Association,Nicaragua,67,7.731692,64.040238
2020,Inter-American Development Bank,Nicaragua,67,0,145.473353
2018,International Development Association,Niger,19,9.947619,288.294536
2018,Islamic Development Bank,Niger,19,0,6.618816
2018,African Development Bank,Niger,19,0,0.034965
2018,African Development Fund,Niger,19,0,74.138217
2019,Islamic Development Bank,Niger,27,0,6.641563
2019,International Development Association,Niger,27,11.336275,522.884337
2019,African Development Fund,Niger,27,0,65.716211
2020,Islamic Development Bank,Niger,22,0,9.140814
2020,African Development Fund,Niger,22,0,120.182531
2020,International Development Association,Niger,22,11.349218,514.694542
2020,African Development Bank,Niger,22,0,0.005159
2018,International Development Association,Nigeria,5,43.522693,959.497917
2018,African Development Bank,Nigeria,5,0,1.515049
2018,African Development Fund,Nigeria,5,0,71.936127
2018,Islamic Development Bank,Nigeria,5,0,2.757291
2019,Islamic Development Bank,Nigeria,10,0,16.110698
2019,International Development Association,Nigeria,10,108.503931,1369.626667
2019,African Development Bank,Nigeria,10,0,0.301099
2019,African Development Fund,Nigeria,10,0,77.949872
2020,Islamic Development Bank,Nigeria,9,0,2.82673
2020,African Development Fund,Nigeria,9,0,28.866663
2020,International Development Association,Nigeria,9,37.75368,1212.181903
2020,African Development Bank,Nigeria,9,0,0.182222
2019,Asian Development Bank,Niue,135,0,0
2020,Asian Development Bank,Niue,136,0,0.31934
2018,Council of Europe Development Bank,North Macedonia,84,0.963706,0.963706
2018,International Development Association,North Macedonia,84,0,0
2019,International Development Association,North Macedonia,103,0,0
2019,Council of Europe Development Bank,North Macedonia,103,1.248251,7.148972
2020,Council of Europe Development Bank,North Macedonia,95,0.075214,6.257379
2020,International Development Association,North Macedonia,95,0,0
2018,Islamic Development Bank,"North of Sahara, regional",,0,0
2020,African Development Bank,"North of Sahara, regional",,0,0
2018,International Development Association,"Oceania, regional",,1.014242,3.146741
2019,Asian Development Bank,"Oceania, regional",,0,12.0694
2019,International Development Association,"Oceania, regional",,0.548671,2.110911
2020,Asian Development Bank,"Oceania, regional",,0,10.573257
2020,International Development Association,"Oceania, regional",,0.652383,2.662092
2018,Asian Development Bank,Pakistan,24,0,63.434489
2018,International Development Association,Pakistan,24,54.802781,491.652487
2018,Asian Infrastructure Investment Bank,Pakistan,24,0,0
2018,Islamic Development Bank,Pakistan,24,0,1.260933
2019,Islamic Development Bank,Pakistan,31,0,2.27499
2019,Asian Development Bank,Pakistan,31,0,871.586589
2019,International Development Association,Pakistan,31,25.484918,597.304372
2019,Asian Infrastructure Investment Bank,Pakistan,31,0,0.203767
2020,Islamic Development Bank,Pakistan,27,0,6.80615
2020,Asian Development Bank,Pakistan,27,0,625.688273
2020,Asian Infrastructure Investment Bank,Pakistan,27,0,0.10487
2020,International Development Association,Pakistan,27,27.368585,1431.080967
2018,Asian Development Bank,Palau,122,0,0.599498
2019,Asian Development Bank,Palau,128,0,0.678064
2020,Asian Development Bank,Palau,135,0,21.069406
2018,Inter-American Development Bank,Panama,106,0,3.912121
2018,Development Bank of Latin America,Panama,106,0,0
2019,Inter-American Development Bank,Panama,97,0,1.426696
2019,Development Bank of Latin America,Panama,97,0,0
2020,Inter-American Development Bank,Panama,94,0.4,3.481987
2020,Development Bank of Latin America,Panama,94,0,0
2018,Asian Development Bank,Papua New Guinea,48,0,38.460374
2018,International Development Association,Papua New Guinea,48,0,194.001574
2019,Asian Development Bank,Papua New Guinea,76,0,43.115964
2019,International Development Association,Papua New Guinea,76,0,33.022397
2020,Asian Development Bank,Papua New Guinea,86,0,88.274144
2020,International Development Association,Papua New Guinea,86,0,36.553614
2018,Inter-American Development Bank,Paraguay,116,0,52.809654
2018,Development Bank of Latin America,Paraguay,116,0,0
2019,Inter-American Development Bank,Paraguay,110,0.411084,45.501849
2019,International Development Association,Paraguay,110,0,0
2019,Development Bank of Latin America,Paraguay,110,0,0
2020,International Development Association,Paraguay,98,0,0
2020,Inter-American Development Bank,Paraguay,98,0,32.454473
2020,Development Bank of Latin America,Paraguay,98,0,0
2018,Inter-American Development Bank,Peru,76,0,5.969563
2018,Development Bank of Latin America,Peru,76,0,0
2019,Inter-American Development Bank,Peru,59,0,3.481987
2019,Development Bank of Latin America,Peru,59,0,0
2020,Inter-American Development Bank,Peru,49,0.079115,2.611943
2020,Development Bank of Latin America,Peru,49,0,0
2018,Asian Development Bank,Philippines,34,0,5.209705
2018,International Development Association,Philippines,34,0,0
2019,Asian Development Bank,Philippines,43,0,4.9091
2019,International Development Association,Philippines,43,0,0
2020,Asian Development Bank,Philippines,48,0,8.580114
2020,Islamic Development Bank,Philippines,48,0,0.26
2020,International Development Association,Philippines,48,0,0
2018,International Development Association,Rwanda,51,0,255.289802
2018,African Development Bank,Rwanda,51,0,0.038678
2018,African Development Fund,Rwanda,51,0,120.733768
2018,Islamic Development Bank,Rwanda,51,0,0
2019,International Development Association,Rwanda,46,0.587769,317.584159
2019,African Development Fund,Rwanda,46,0,65.298399
2020,African Development Fund,Rwanda,43,0,138.473679
2020,International Development Association,Rwanda,43,22.309205,475.708002
2018,Caribbean Development Bank,Saint Lucia,119,0,1.935098
2018,International Development Association,Saint Lucia,119,0.598377,5.018889
2019,International Development Association,Saint Lucia,126,0.522779,4.273804
2019,Caribbean Development Bank,Saint Lucia,126,0,22.627236
2020,International Development Association,Saint Lucia,125,1.268332,20.400594
2020,Caribbean Development Bank,Saint Lucia,125,0,44.162
2018,Caribbean Development Bank,Saint Vincent and the Grenadines,136,0,5.493958
2018,International Development Association,Saint Vincent and the Grenadines,136,0,1.245047
2019,International Development Association,Saint Vincent and the Grenadines,73,9.725252,39.880105
2019,Caribbean Development Bank,Saint Vincent and the Grenadines,73,0,36.610975
2020,International Development Association,Saint Vincent and the Grenadines,70,18.248234,46.766002
2020,Caribbean Development Bank,Saint Vincent and the Grenadines,70,0,9.861
2018,Asian Development Bank,Samoa,61,0,11.612655
2018,International Development Association,Samoa,61,0.407311,19.398172
2019,Asian Development Bank,Samoa,71,0,4.377153
2019,International Development Association,Samoa,71,5.286163,33.259189
2020,Asian Development Bank,Samoa,96,0,27.06205
2020,International Development Association,Samoa,96,5.108874,32.418565
2018,International Development Association,Sao Tome and Principe,124,0.085547,10.753604
2018,African Development Fund,Sao Tome and Principe,124,0,7.860309
2019,International Development Association,Sao Tome and Principe,116,1.04039,17.510478
2019,African Development Fund,Sao Tome and Principe,116,0,5.675222
2020,African Development Fund,Sao Tome and Principe,123,0,21.086666
2020,International Development Association,Sao Tome and Principe,123,1.753531,19.964214
2020,African Development Bank,Sao Tome and Principe,123,0,0.086774
2018,International Development Association,Senegal,50,2.234799,143.496023
2018,African Development Fund,Senegal,50,2.356752,31.881168
2018,Islamic Development Bank,Senegal,50,0,8.706006
2019,Islamic Development Bank,Senegal,68,0,8.954024
2019,International Development Association,Senegal,68,6.052891,643.64114
2019,African Development Fund,Senegal,68,0.32316,28.926391
2020,Islamic Development Bank,Senegal,65,0,9.459339
2020,African Development Fund,Senegal,65,0,17.625946
2020,International Development Association,Senegal,65,2.433785,352.877028
2018,Council of Europe Development Bank,Serbia,78,0,0.040452
2018,International Development Association,Serbia,78,0,0
2019,International Development Association,Serbia,80,0,0
2019,Council of Europe Development Bank,Serbia,80,0.166817,0.166817
2020,Council of Europe Development Bank,Serbia,57,0.14416,0.14416
2020,International Development Association,Serbia,57,0,0
2018,International Development Association,Sierra Leone,72,2.606677,31.178455
2018,Islamic Development Bank,Sierra Leone,72,0,4.232069
2018,African Development Bank,Sierra Leone,72,0,0
2018,African Development Fund,Sierra Leone,72,0,13.267759
2019,Islamic Development Bank,Sierra Leone,70,0.102771,3.000833
2019,International Development Association,Sierra Leone,70,2.631067,135.668492
2019,African Development Bank,Sierra Leone,70,0,0.026643
2019,African Development Fund,Sierra Leone,70,0,39.311644
2020,Islamic Development Bank,Sierra Leone,53,0,3.647833
2020,African Development Fund,Sierra Leone,53,0,46.307413
2020,International Development Association,Sierra Leone,53,6.848464,220.148401
2020,African Development Bank,Sierra Leone,53,0,0.032814
2018,Asian Development Bank,Solomon Islands,85,0,9.794849
2018,International Development Association,Solomon Islands,85,0.154035,5.803995
2019,Asian Development Bank,Solomon Islands,104,0,6.910913
2019,International Development Association,Solomon Islands,104,0.748873,11.36819
2020,Asian Development Bank,Solomon Islands,110,0,36.393876
2020,International Development Association,Solomon Islands,110,0.852445,30.940476
2018,African Development Bank,Somalia,6,0,0.101644
2018,African Development Fund,Somalia,6,0,6.537907
2018,International Development Association,Somalia,6,0,0
2018,Islamic Development Bank,Somalia,6,0,0
2019,Islamic Development Bank,Somalia,7,0,0.01336
2019,African Development Bank,Somalia,7,0,0
2019,International Development Association,Somalia,7,0,30.694196
2019,African Development Fund,Somalia,7,0,25.46289
2020,African Development Fund,Somalia,8,0,158.127328
2020,International Development Association,Somalia,8,0,570.648059
2020,African Development Bank,Somalia,8,0,0.008408
2020,Islamic Development Bank,Somalia,8,0.1,0.66
2018,Islamic Development Bank,"South & Central Asia, regional",,0,0
2019,Islamic Development Bank,"South & Central Asia, regional",,0,0.056524
2018,African Development Bank,South Africa,91,0,1.489717
2018,Islamic Development Bank,South Africa,91,0,0
2019,African Development Bank,South Africa,87,0,0.289613
2020,Islamic Development Bank,South Africa,77,0,0.1
2020,African Development Bank,South Africa,77,0,0.194172
2019,Development Bank of Latin America,"South America, regional",,0,0
2020,Inter-American Development Bank,"South America, regional",,0,2.272421
2020,Development Bank of Latin America,"South America, regional",,0,0
2019,Asian Development Bank,"South Asia, regional",,0,7.998217
2020,Asian Development Bank,"South Asia, regional",,0,5.277375
2020,International Development Association,"South Asia, regional",,1.978963,2.998429
2018,International Development Association,South Sudan,4,0,25.012034
2018,African Development Fund,South Sudan,4,0,13.342437
2019,International Development Association,South Sudan,5,0,81.923079
2019,African Development Fund,South Sudan,5,0,27.591694
2020,African Development Fund,South Sudan,3,0,30.231737
2020,International Development Association,South Sudan,3,2.910215,44.905466
2018,International Development Association,"South of Sahara, regional",,2.911133,55.639187
2019,International Development Association,"South of Sahara, regional",,0,5.451958
2020,International Development Association,"South of Sahara, regional",,0,3.005363
2020,Islamic Development Bank,"South of Sahara, regional",,0,0.022
2018,Asian Development Bank,Sri Lanka,53,0,94.161207
2018,International Development Association,Sri Lanka,53,16.05961,125.836401
2018,Asian Infrastructure Investment Bank,Sri Lanka,53,0,0.066069
2019,Asian Development Bank,Sri Lanka,58,0,129.771886
2019,International Development Association,Sri Lanka,58,18.115627,117.201484
2020,Asian Development Bank,Sri Lanka,72,0,128.029132
2020,International Development Association,Sri Lanka,72,13.482258,171.507993
2018,African Development Fund,Sudan,15,0,12.627558
2018,Islamic Development Bank,Sudan,15,0,0
2019,African Development Bank,Sudan,12,0,0
2019,African Development Fund,Sudan,12,0,24.430692
2020,African Development Fund,Sudan,10,0,26.802565
2020,Islamic Development Bank,Sudan,10,0,0.362278
2020,International Development Association,Sudan,10,0,100.638602
2018,Caribbean Development Bank,Suriname,107,0,0.08978
2018,Inter-American Development Bank,Suriname,107,0,2.829459
2018,Islamic Development Bank,Suriname,107,0,0.293683
2019,Inter-American Development Bank,Suriname,133,0,0.571645
2019,Islamic Development Bank,Suriname,133,0,0.923205
2019,Caribbean Development Bank,Suriname,133,0,13.515058
2020,Islamic Development Bank,Suriname,133,0,1.277717
2020,Inter-American Development Bank,Suriname,133,0,1.182541
2020,Caribbean Development Bank,Suriname,133,0,9.554
2018,Islamic Development Bank,Syrian Arab Republic,1,0,0
2019,Islamic Development Bank,Syrian Arab Republic,1,0,2.494119
2020,Islamic Development Bank,Syrian Arab Republic,1,0,0.921042
2018,Asian Development Bank,Tajikistan,74,0,72.255508
2018,International Development Association,Tajikistan,74,2.104963,86.056572
2018,Islamic Development Bank,Tajikistan,74,0,15.127469
2019,Asian Infrastructure Investment Bank,Tajikistan,82,0,0
2019,Islamic Development Bank,Tajikistan,82,0,6.831229
2019,Asian Development Bank,Tajikistan,82,0,95.067595
2019,International Development Association,Tajikistan,82,2.261702,72.98541
2020,Islamic Development Bank,Tajikistan,63,0,18.903318
2020,Asian Development Bank,Tajikistan,63,0,170.489744
2020,International Development Association,Tajikistan,63,2.767328,96.163857
2018,International Development Association,Tanzania,32,0,572.036113
2018,African Development Fund,Tanzania,32,0,153.006967
2018,Islamic Development Bank,Tanzania,32,0,0
2019,Islamic Development Bank,Tanzania,35,0,0.154156
2019,International Development Association,Tanzania,35,0,568.861606
2019,African Development Fund,Tanzania,35,0,128.288938
2020,African Development Fund,Tanzania,41,0,147.117881
2020,International Development Association,Tanzania,41,0,490.343762
2020,African Development Bank,Tanzania,41,0,0.032984
2018,Asian Development Bank,Thailand,49,0,0.148733
2018,Islamic Development Bank,Thailand,49,0,0
2018,Asian Development Bank,Timor-Leste,82,0,15.455299
2018,International Development Association,Timor-Leste,82,0,2.885973
2019,Asian Development Bank,Timor-Leste,90,0,16.869168
2019,International Development Association,Timor-Leste,90,0,4.288073
2020,Asian Development Bank,Timor-Leste,105,0,14.647369
2020,International Development Association,Timor-Leste,105,0,2.355871
2018,International Development Association,Togo,112,0.368782,70.383069
2018,African Development Fund,Togo,112,0,21.047344
2018,Islamic Development Bank,Togo,112,0,3.559889
2018,African Development Bank,Togo,112,0,0.056101
2019,Islamic Development Bank,Togo,105,0,4.937928
2019,International Development Association,Togo,105,0.950294,212.833359
2019,African Development Bank,Togo,105,0,0
2019,African Development Fund,Togo,105,0,16.065193
2020,Islamic Development Bank,Togo,113,0,6.614254
2020,African Development Fund,Togo,113,0,46.773618
2020,International Development Association,Togo,113,1.105747,148.999683
2018,Asian Development Bank,Tonga,62,0,9.523109
2018,International Development Association,Tonga,62,1.366339,16.643962
2019,Asian Development Bank,Tonga,106,0,15.28712
2019,International Development Association,Tonga,106,1.772264,16.361867
2020,Asian Development Bank,Tonga,79,0,31.06042
2020,International Development Association,Tonga,79,12.333094,50.766759
2018,African Development Bank,Tunisia,80,0.05119,0.750361
2018,Islamic Development Bank,Tunisia,80,0,0
2019,Islamic Development Bank,Tunisia,61,0,0.445892
2019,African Development Bank,Tunisia,61,0.020232,1.090719
2019,International Development Association,Tunisia,61,0,0
2020,Islamic Development Bank,Tunisia,78,0,0.53
2020,International Development Association,Tunisia,78,0,0
2020,African Development Bank,Tunisia,78,0,0.515038
2018,Council of Europe Development Bank,Turkey,11,0,23.795211
2018,Islamic Development Bank,Turkey,11,0,0.476521
2019,Islamic Development Bank,Turkey,4,0,1.972432
2019,International Development Association,Turkey,4,0,0
2019,Council of Europe Development Bank,Turkey,4,69.027738,69.027738
2020,Islamic Development Bank,Turkey,5,0,0.1185
2020,International Development Association,Turkey,5,0,0
2020,Council of Europe Development Bank,Turkey,5,0,0
2018,Asian Development Bank,Turkmenistan,140,0,0.184086
2018,Islamic Development Bank,Turkmenistan,140,0,0
2019,Islamic Development Bank,Turkmenistan,137,0,0
2019,Asian Development Bank,Turkmenistan,137,0,0.220463
2020,Islamic Development Bank,Turkmenistan,107,0,0
2020,Asian Development Bank,Turkmenistan,107,0,0.017495
2018,International Development Association,Tuvalu,126,0,10.600981
2018,Asian Development Bank,Tuvalu,126,0,1.178269
2019,Asian Development Bank,Tuvalu,134,0,8.193225
2019,International Development Association,Tuvalu,134,0.102391,2.599289
2020,Asian Development Bank,Tuvalu,116,0,7.434561
2020,International Development Association,Tuvalu,116,2.941444,17.427394
2018,International Development Association,Uganda,18,10.403993,222.712446
2018,Islamic Development Bank,Uganda,18,0,4.876641
2018,African Development Fund,Uganda,18,0,112.572895
2019,Islamic Development Bank,Uganda,16,0,5.731769
2019,International Development Association,Uganda,16,25.610892,413.776775
2019,African Development Fund,Uganda,16,0,88.412607
2020,Islamic Development Bank,Uganda,19,0,5.072538
2020,African Development Fund,Uganda,19,0,76.091269
2020,International Development Association,Uganda,19,25.550967,790.015898
2020,African Development Bank,Uganda,19,0,0.026107
2018,Asian Development Bank,Uzbekistan,128,0,61.262485
2018,International Development Association,Uzbekistan,128,0,671.241644
2018,Islamic Development Bank,Uzbekistan,128,0,0
2019,Islamic Development Bank,Uzbekistan,120,0,0
2019,Asian Development Bank,Uzbekistan,120,0,200.758208
2019,International Development Association,Uzbekistan,120,0,173.470506
2020,Asian Development Bank,Uzbekistan,112,0,202.358308
2020,Asian Infrastructure Investment Bank,Uzbekistan,112,0,0.082
2020,Islamic Development Bank,Uzbekistan,112,0,0.654535
2020,International Development Association,Uzbekistan,112,0.09,383.362165
2018,Asian Development Bank,Vanuatu,55,0,10.446162
2018,International Development Association,Vanuatu,55,12.726011,28.673943
2019,Asian Development Bank,Vanuatu,60,0,11.757468
2019,International Development Association,Vanuatu,60,16.779343,40.225305
2020,Asian Development Bank,Vanuatu,59,0,23.94102
2020,International Development Association,Vanuatu,59,8.638902,17.723374
2018,Inter-American Development Bank,Venezuela,42,0,0.727751
2018,Development Bank of Latin America,Venezuela,42,0,0
2019,Inter-American Development Bank,Venezuela,28,0,0.532669
2019,Development Bank of Latin America,Venezuela,28,0,0
2020,Inter-American Development Bank,Venezuela,30,0.2,1.009698
2020,Development Bank of Latin America,Venezuela,30,0,0
2018,Asian Development Bank,Viet Nam,39,0,365.666636
2018,International Development Association,Viet Nam,39,25.751568,739.69348
2019,Asian Development Bank,Viet Nam,37,0,185.108765
